id,problema,estado_actual,decision_propuesta,accion,ids_afectados,fuente,motivo,resultado_final_propuesto
cant-vivienda-protegida,"La fila mezcla programa estable, portal agregador o varias convocatorias/modalidades con distinta vigencia",POR VERIFICAR,HOLD_MODELING,dividir,cant-vivienda-protegida (program_id actual) | call_id(s) por definir tras separación,https://www.viviendadecantabria.es/,"Base original: Información oficial sobre programas de vivienda protegida, alquiler y medidas de acceso a vivienda gestionadas en Cantabria. | Quién: Personas o familias residentes en Cantabria que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Según requisitos, renta y convocatoria vigente | Proponer mantener como puerta de entrada y separar programas concretos con su propio estado.",No migrar como ficha única: definir programa estable y convocatoria(s) con periodos separados
cant-transporte-escolar,La fuente oficial no permite justificar todavía una vigencia/modelo suficientemente preciso,POR VERIFICAR,HOLD_VERIFY,verificar,cant-transporte-escolar,https://www.educantabria.es/,"Base original: Información educativa autonómica para el acceso a servicios y convocatorias relacionadas con transporte escolar cuando corresponda. | Quién: Personas o familias residentes en Cantabria que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Servicio o ayuda según escolarización y convocatoria",Mantener en corpus con estado POR VERIFICAR; excluir de Abiertas ahora hasta nueva comprobación
clm-becas-ayudas,"La fila mezcla programa estable, portal agregador o varias convocatorias/modalidades con distinta vigencia",POR VERIFICAR,HOLD_MODELING,dividir,clm-becas-ayudas (program_id actual) | call_id(s) por definir tras separación,https://educacion.castillalamancha.es/alumnado-y-familias/becas-y-ayudas,"Base original: Punto de acceso a convocatorias educativas autonómicas para alumnado y familias, incluidas ayudas complementarias según curso y nivel. | Quién: Personas o familias residentes en Castilla-La Mancha que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Según requisitos, renta y convocatoria vigente | No asignar un estado temporal único al portal; dividir por convocatoria.",No migrar como ficha única: definir programa estable y convocatoria(s) con periodos separados
clm-prestaciones-sociales,"La fila mezcla programa estable, portal agregador o varias convocatorias/modalidades con distinta vigencia",POR VERIFICAR,HOLD_MODELING,dividir,clm-prestaciones-sociales (program_id actual) | call_id(s) por definir tras separación,https://bienestarsocial.castillalamancha.es/actuaciones/prestaciones-economicas-del-sistema-publico-de-servicios-sociales,"Base original: Información autonómica sobre prestaciones económicas de servicios sociales para situaciones y necesidades contempladas en la normativa regional. | Quién: Personas o familias residentes en Castilla-La Mancha que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Según requisitos, renta y convocatoria vigente | Proponer descomponer en prestaciones concretas; no presentar el portal como una única ayuda.",No migrar como ficha única: definir programa estable y convocatoria(s) con periodos separados
cyl-vivienda,"La fila mezcla programa estable, portal agregador o varias convocatorias/modalidades con distinta vigencia",POR VERIFICAR,HOLD_MODELING,dividir,cyl-vivienda (program_id actual) | call_id(s) por definir tras separación,https://vivienda.jcyl.es/,"Base original: Portal oficial para consultar programas autonómicos de alquiler, vivienda, rehabilitación y acceso residencial. | Quién: Personas o familias residentes en Castilla y León que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Según requisitos, renta y convocatoria vigente | Proponer descomponer en convocatorias concretas de alquiler, rehabilitación y acceso.",No migrar como ficha única: definir programa estable y convocatoria(s) con periodos separados
cyl-conciliacion,"La fila mezcla programa estable, portal agregador o varias convocatorias/modalidades con distinta vigencia",POR VERIFICAR,HOLD_MODELING,dividir,cyl-conciliacion (program_id actual) | call_id(s) por definir tras separación,https://familia.jcyl.es/,"Base original: Información oficial sobre programas de apoyo a las familias y medidas de conciliación que se convocan en Castilla y León. | Quién: Personas o familias residentes en Castilla y León que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Según requisitos, renta y convocatoria vigente",No migrar como ficha única: definir programa estable y convocatoria(s) con periodos separados
cat-comedor,"La fila mezcla programa estable, portal agregador o varias convocatorias/modalidades con distinta vigencia",POR VERIFICAR,HOLD_MODELING,dividir,cat-comedor (program_id actual) | call_id(s) por definir tras separación,https://educacio.gencat.cat/ca/serveis-tramits/ajuts-subvencions/per-destinataris/families-alumnes/individuals-menjador/,"Base original: Ayudas gestionadas por consejos comarcales, Consorci d'Educació de Barcelona u organismo competente. | Quién: Alumnado en situación socioeconómica desfavorecida y otros supuestos previstos. | Documentos: Solicitud ante el organismo territorial y documentación económica/familiar. | Nota: El comedor puede ser obligatorio y gratuito cuando la escolarización fuera del municipio lo exige en los supuestos previstos. | Cuantía: Cobertura total o parcial según territorio y convocatoria | No asignar un único plazo autonómico. Proponer recurso marco + fichas territoriales solo cuando aporten valor.",No migrar como ficha única: definir programa estable y convocatoria(s) con periodos separados
cat-alquiler-2026,"La fila mezcla programa estable, portal agregador o varias convocatorias/modalidades con distinta vigencia",CERRADO,HOLD_MODELING,dividir,cat-alquiler-2026 (program_id actual) | call_id(s) por definir tras separación,https://tramits.gencat.cat/es/tramits/tramits-temes/20246_Subvencions-per-al-pagament-del-lloguer?moda=1,"Base original: Ayudas al alquiler o cesión de uso para personas que cumplen los requisitos de edad, renta y vivienda de la convocatoria correspondiente. | Quién: Personas o familias residentes en Cataluña que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Importe variable según convocatoria, ingresos y renta de alquiler | La fila agrupa grupos de edad con plazos distintos (p. ej. jóvenes 29/06–10/07; 36–64 14/04–08/05; 65+ 31/03–30/04). Proponer separar por modalidad o resumir las tres fechas.",No migrar como ficha única: definir programa estable y convocatoria(s) con periodos separados
val-vivienda,"La fila mezcla programa estable, portal agregador o varias convocatorias/modalidades con distinta vigencia",POR VERIFICAR,HOLD_MODELING,dividir,val-vivienda (program_id actual) | call_id(s) por definir tras separación,https://habitatge.gva.es/es/web/vivienda-y-calidad-en-la-edificacion/ayudas,"Base original: Portal oficial de programas y convocatorias de vivienda, alquiler, rehabilitación y acceso residencial de la Comunitat Valenciana. | Quién: Personas o familias residentes en Comunitat Valenciana que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Según requisitos, renta y convocatoria vigente | Proponer dividir por convocatoria concreta.",No migrar como ficha única: definir programa estable y convocatoria(s) con periodos separados
val-copago,Señal previa revisada; no bloquea la migración del recurso,PERMANENTE,READY,mantener,val-copago,https://www.san.gva.es/es/web/farmacia-i-productes-sanitaris/ciudadania/ayudas-copago-comunidad-valenciana,"Base original: Ayudas autonómicas al copago para determinados menores, pensionistas, desempleados, personas con discapacidad y familias monoparentales. | Quién: Depende del colectivo, residencia, tarjeta sanitaria y límites económicos cuando existan. | Documentos: Acreditación de pertenencia al colectivo y datos sanitarios/fiscales requeridos. | Nota: No duplica el reembolso de importes ya cubiertos por otra vía. | Cuantía: Según colectivo y gasto",Migrar manteniendo el estado verificado y la fuente; aplicar cambios de URL aprobados cuando corresponda
ext-familia-dep-disc,"La fila mezcla programa estable, portal agregador o varias convocatorias/modalidades con distinta vigencia",POR VERIFICAR,HOLD_MODELING,dividir,ext-familia-dep-disc (program_id actual) | call_id(s) por definir tras separación,https://www.juntaex.es/hechos-vitales/tengo-un-familiar-dependiente,"Base original: Guía autonómica que reúne trámites, prestaciones y recursos relevantes cuando una familia cuida a una persona dependiente o con discapacidad. | Quién: Personas o familias residentes en Extremadura que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Depende del recurso o prestación | Proponer mantener como guía y separar prestaciones/servicios concretos.",No migrar como ficha única: definir programa estable y convocatoria(s) con periodos separados
ext-becas,"La fila mezcla programa estable, portal agregador o varias convocatorias/modalidades con distinta vigencia",POR VERIFICAR,HOLD_MODELING,dividir,ext-becas (program_id actual) | call_id(s) por definir tras separación,https://www.educarex.es/,"Base original: Portal educativo autonómico desde el que se publican convocatorias y apoyos para alumnado y familias en distintos niveles educativos. | Quién: Personas o familias residentes en Extremadura que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Según requisitos, renta y convocatoria vigente",No migrar como ficha única: definir programa estable y convocatoria(s) con periodos separados
ext-libros,"La fila mezcla programa estable, portal agregador o varias convocatorias/modalidades con distinta vigencia",CERRADO,HOLD_MODELING,dividir,ext-libros (program_id actual) | call_id(s) por definir tras separación,https://www.juntaex.es/w/0694624,"Base original: Programa de préstamo de libros de texto y material para centros públicos y concertados. | Quién: Alumnado de niveles incluidos en centros participantes. | Documentos: Gestión principalmente a través del centro. | Nota: La dotación se dirige al programa/centro y no implica pago directo de esa cantidad a la familia. | Cuantía: Dotación al sistema: referencias de 100 € Infantil, 130 € Primaria, 160 € ESO/FP Básica/Educación Especial | La fila mezcla el programa de préstamo con una convocatoria dirigida a centros. Proponer explicar que la familia participa a través del centro y no recibe directamente las cuantías de dotación.",No migrar como ficha única: definir programa estable y convocatoria(s) con periodos separados
ext-vivienda,"La fila mezcla programa estable, portal agregador o varias convocatorias/modalidades con distinta vigencia",POR VERIFICAR,HOLD_MODELING,dividir,ext-vivienda (program_id actual) | call_id(s) por definir tras separación,https://www.juntaex.es/temas/vivienda,"Base original: Punto de acceso oficial a información y convocatorias autonómicas sobre vivienda, alquiler, rehabilitación y acceso residencial. | Quién: Personas o familias residentes en Extremadura que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Según requisitos, renta y convocatoria vigente",No migrar como ficha única: definir programa estable y convocatoria(s) con periodos separados
mad-alquiler,La fuente oficial no permite justificar todavía una vigencia/modelo suficientemente preciso,POR VERIFICAR,HOLD_VERIFY,verificar,mad-alquiler,https://sede.comunidad.madrid/ayudas-becas-subvenciones/ayudas-alquiler-vivienda,"Base original: Programa de apoyo al alquiler para colectivos y unidades de convivencia que cumplen las condiciones de renta, vivienda y situación personal de cada convocatoria. | Quién: Personas o familias residentes en Comunidad de Madrid que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Según requisitos, renta y convocatoria vigente | No sustituir esta fila por la ayuda de incendios: es otro recurso. Proponer enlazar la convocatoria ordinaria vigente cuando exista.",Mantener en corpus con estado POR VERIFICAR; excluir de Abiertas ahora hasta nueva comprobación
mad-transporte-escolar,La fuente oficial no permite justificar todavía una vigencia/modelo suficientemente preciso,POR VERIFICAR,HOLD_VERIFY,verificar,mad-transporte-escolar,https://www.comunidad.madrid/educacion/ayudas-individualizadas-transporte-escolar,"Base original: Ayudas para determinados gastos de desplazamiento escolar cuando el alumnado cumple los supuestos establecidos en la convocatoria. | Quién: Personas o familias residentes en Comunidad de Madrid que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Según requisitos, renta y convocatoria vigente",Mantener en corpus con estado POR VERIFICAR; excluir de Abiertas ahora hasta nueva comprobación
mur-2500,Duplicidad: dos filas apuntan al mismo procedimiento/convocatoria histórica,HISTÓRICO,HOLD_DUPLICATE,fusionar,mur-2500|mur-familias-especiales,https://sede.carm.es/web/pagina?IDCONTENIDO=2792&IDTIPO=240,"Base original: Para determinados hogares, puede cubrir alimentación, comedor, ropa, farmacia, higiene, atención infantil, extraescolares, ampliación horaria, cuidado domiciliario y transporte público. | Quién: Entre otros colectivos, familias numerosas de categoría especial, monoparentales y determinados supuestos de parto/adopción múltiple. | Documentos: Solicitud, título o acreditación familiar, renta y justificantes de gasto según convocatoria. | Nota: No puede financiarse el mismo gasto ya cubierto total o parcialmente por otra ayuda análoga. | Cuantía: Hasta 2.500 € | La fila titulada sin año puede parecer actual. No se ha localizado convocatoria 2026 en la ficha a 20/09/2026; mantener como histórico o retirar de ‘actuales’ hasta nueva convocatoria.",No publicar dos oportunidades: resolver una identidad canónica y conservar alias/histórico con trazabilidad
mur-familias-especiales,Duplicidad: dos filas apuntan al mismo procedimiento/convocatoria histórica,HISTÓRICO,HOLD_DUPLICATE,fusionar,mur-2500|mur-familias-especiales,https://sede.carm.es/web/pagina?IDCONTENIDO=2792&IDTIPO=240&RASTRO=c%24m,"Base original: Convocatorias de apoyo económico a familias que se encuentran en determinados supuestos de necesidad o especial protección. | Quién: Personas o familias residentes en Región de Murcia que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Según requisitos, renta y convocatoria vigente | Duplicidad potencial con mur-2500. Proponer fusionar las dos filas o mantener una sola ficha histórica hasta nueva convocatoria.",No publicar dos oportunidades: resolver una identidad canónica y conservar alias/histórico con trazabilidad
mur-alquiler,La fuente enlaza una convocatoria antigua y no una oportunidad vigente,HISTÓRICO,HOLD_HISTORICAL,histórico,mur-alquiler,https://sede.carm.es/web/pagina?IDCONTENIDO=2434&IDTIPO=240&RASTRO=c%24m40293,"Base original: Ayudas autonómicas para facilitar el pago del alquiler de la vivienda habitual a personas que cumplen los requisitos de la convocatoria. | Quién: Personas o familias residentes en Región de Murcia que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Según requisitos, renta y convocatoria vigente | La Sede muestra nuevas ayudas de alquiler distintas, pero esta fila concreta enlaza una convocatoria antigua. Proponer sustituir por una convocatoria vigente específica, sin borrar la historia.",Conservar solo como histórico; fuera de listados de oportunidad vigente
nav-libros,La fuente oficial no permite justificar todavía una vigencia/modelo suficientemente preciso,POR VERIFICAR,HOLD_VERIFY,verificar,nav-libros,https://www.educacion.navarra.es/,Base original: Programa navarro de gratuidad de libros para los niveles incluidos. | Quién: Alumnado matriculado en los niveles y centros participantes. | Documentos: Gestión mediante el centro. | Nota: Materiales consumibles o no reutilizables pueden quedar fuera. | Cuantía: Préstamo y reutilización,Mantener en corpus con estado POR VERIFICAR; excluir de Abiertas ahora hasta nueva comprobación
nav-vivienda,"La fila mezcla programa estable, portal agregador o varias convocatorias/modalidades con distinta vigencia",POR VERIFICAR,HOLD_MODELING,dividir,nav-vivienda (program_id actual) | call_id(s) por definir tras separación,https://www.navarra.es/es/derechos-sociales/pobreza-e-inclusion/vivienda,"Base original: Información autonómica sobre recursos de vivienda y apoyos residenciales dirigidos a situaciones de vulnerabilidad e inclusión social. | Quién: Personas o familias residentes en Navarra que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Según requisitos, renta y convocatoria vigente",No migrar como ficha única: definir programa estable y convocatoria(s) con periodos separados
nav-transporte-escolar-2627,La fuente oficial no permite justificar todavía una vigencia/modelo suficientemente preciso,POR VERIFICAR,HOLD_VERIFY,verificar,nav-transporte-escolar-2627,https://www.educacion.navarra.es/eu/web/dpto/-/educacion-aprueba-un-incremento-del-6-5-de-las-ayudas-individualizadas-de-transporte-escolar-destinadas-a-las-familias-para-el-curso-2026-2027,"Base original: Ayudas para familias que deben asumir determinados desplazamientos escolares y cumplen las condiciones de la convocatoria 2026-2027. | Quién: Personas o familias residentes en Navarra que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Según distancia y convocatoria 2026-2027",Mantener en corpus con estado POR VERIFICAR; excluir de Abiertas ahora hasta nueva comprobación
nav-protesis,Señal previa revisada; no bloquea la migración del recurso,ABIERTO,READY,mantener,nav-protesis,https://www.navarra.es/es/tramites/on/-/line/ayudas-a-familias-numerosas-y-familias-monoparentales-para-gastos-extraordinarios-de-protesis-auditivas-prescripciones-opticas-y-ortodoncia,"Base original: Ayuda para familias numerosas y monoparentales destinada a determinados gastos extraordinarios de prótesis auditivas, prescripciones ópticas y ortodoncia. | Quién: Familias con título correspondiente que cumplan residencia y requisitos económicos/administrativos. | Documentos: Solicitud, título familiar, facturas o presupuestos y documentación exigida. | Nota: No debe duplicar importes ya financiados por otra ayuda para el mismo gasto. | Cuantía: Según gasto y convocatoria",Migrar manteniendo el estado verificado y la fuente; aplicar cambios de URL aprobados cuando corresponda
nav-universidad,"La fila mezcla programa estable, portal agregador o varias convocatorias/modalidades con distinta vigencia",POR VERIFICAR,HOLD_MODELING,dividir,nav-universidad (program_id actual) | call_id(s) por definir tras separación,https://www.navarra.es/es/web/becasuniversidad/tipos-de-ayudas,"Base original: Información sobre los distintos tipos de ayuda autonómica para estudios universitarios y superiores, de acuerdo con cada convocatoria. | Quién: Personas o familias residentes en Navarra que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Según requisitos, renta y convocatoria vigente",No migrar como ficha única: definir programa estable y convocatoria(s) con periodos separados
alava-dependencia-valoracion,Señal previa revisada; no bloquea la migración del recurso,PERMANENTE,READY,mantener,alava-dependencia-valoracion,https://web.araba.eus/es/servicios-sociales/personas-mayores,"Base original: El Instituto Foral de Bienestar Social realiza la valoración del grado de dependencia, primer paso para acceder a los servicios y prestaciones que correspondan en el Territorio Histórico de Álava. | Quién: Personas cuya situación permanente implique necesidad de ayuda para actividades básicas y que cumplan los requisitos de residencia y demás condiciones aplicables. | Documentos: Solicitud, documentación identificativa, informe de salud y documentación complementaria requerida por el Instituto Foral de Bienestar Social. | Nota: El grado reconocido y la valoración orientan el acceso posterior a prestaciones económicas, servicios y apoyos forales. | Cuantía: Reconocimiento de grado y acceso a prestaciones y servicios",Migrar manteniendo el estado verificado y la fuente; aplicar cambios de URL aprobados cuando corresponda
gipuzkoa-irpf-discapacidad,La fuente oficial no permite justificar todavía una vigencia/modelo suficientemente preciso,POR VERIFICAR,HOLD_VERIFY,verificar,gipuzkoa-irpf-discapacidad,https://egoitza.gipuzkoa.eus/documents/2456431/80349127/Principales%2Baspectos%2BRENTA%2B2024.pdf/c130900f-2da3-1198-c0bd-509c144cdc34,"Base original: Gipuzkoa aplica una deducción foral propia por discapacidad o dependencia. La cuantía depende del grado acreditado y puede alcanzar importes superiores en dependencia severa o gran dependencia. | Quién: Contribuyente o determinadas personas familiares/convivientes que cumplan las condiciones personales, de grado y renta de la normativa foral. | Documentos: Acreditación del grado de discapacidad o dependencia y documentación tributaria correspondiente. | Nota: Puede coexistir con deducciones por descendientes y otras deducciones cuando se cumplan los requisitos específicos. | Cuantía: Desde 888 €; la cuantía aumenta según discapacidad o grado de dependencia | Proponer sustituir por fuente foral vigente del ejercicio aplicable antes de conservar importes.",Mantener en corpus con estado POR VERIFICAR; excluir de Abiertas ahora hasta nueva comprobación
pv-conciliacion,"La fila mezcla programa estable, portal agregador o varias convocatorias/modalidades con distinta vigencia",POR VERIFICAR,HOLD_MODELING,dividir,pv-conciliacion (program_id actual) | call_id(s) por definir tras separación,https://www.euskadi.eus/web01-a1famil/es/,"Base original: Ayudas para reducción de jornada o excedencia por cuidado de hijos, familiares dependientes o enfermedad grave, y para contratación de cuidado de menores. | Quién: Personas trabajadoras y familias que cumplan la modalidad solicitada. | Documentos: Documentación laboral, familiar y de la reducción/excedencia o contratación. | Nota: Depende de la línea concreta y del periodo subvencionado. | Cuantía: Según modalidad | Ejemplos: línea N, línea D y contratación de cuidadores figuran abiertas desde 20/06/2026; cada línea tiene requisitos y plazos individuales. Proponer dividir la fila genérica en líneas concretas.",No migrar como ficha única: definir programa estable y convocatoria(s) con periodos separados
rio-alquiler,"La fila mezcla programa estable, portal agregador o varias convocatorias/modalidades con distinta vigencia",POR VERIFICAR,HOLD_MODELING,dividir,rio-alquiler (program_id actual) | call_id(s) por definir tras separación,https://www.larioja.org/vivienda/es/ayudas,"Base original: Portal oficial de programas de ayuda a vivienda, alquiler, rehabilitación y acceso residencial en La Rioja. | Quién: Personas o familias residentes en La Rioja que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Según requisitos, renta y convocatoria vigente | Proponer separar Bono Alquiler Joven y otras líneas de vivienda.",No migrar como ficha única: definir programa estable y convocatoria(s) con periodos separados
rio-universidad,"La fila mezcla programa estable, portal agregador o varias convocatorias/modalidades con distinta vigencia",POR VERIFICAR,HOLD_MODELING,dividir,rio-universidad (program_id actual) | call_id(s) por definir tras separación,https://www.larioja.org/universidad/es/becas-ayudas-subvenciones,"Base original: Punto oficial de consulta de convocatorias autonómicas para estudios universitarios y educación superior. | Quién: Personas o familias residentes en La Rioja que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Según requisitos, renta y convocatoria vigente",No migrar como ficha única: definir programa estable y convocatoria(s) con periodos separados
ceu-libros,La fuente oficial no permite justificar todavía una vigencia/modelo suficientemente preciso,POR VERIFICAR,HOLD_VERIFY,verificar,ceu-libros,https://www.ceuta.es/ceuta/la-institucion/normativa/133-educacion-cultura-y-mujer/educacion/actividades-guia/ayudas-y-subvenciones/913-20-1-becas-y-ayudas-al-estudio-gestionadas-por-la-consejeria-de-educaci%C3%B3n%2C-cultura-y-mujer,Base original: Programa para alumnado desde segundo ciclo de Infantil hasta 4.º ESO según las líneas vigentes. | Quién: Alumnado de los niveles incluidos. | Documentos: Gestión mediante convocatoria/centro. | Nota: Comprobar ayudas estatales específicas para Ceuta y Melilla además del programa local. | Cuantía: Programa de gratuidad según nivel,Mantener en corpus con estado POR VERIFICAR; excluir de Abiertas ahora hasta nueva comprobación
